,Id,File ID,work,Library,Edition,editions.Id,catalogue link,digital copy,request sent,irrelevant,lost/spurious,checked by librarian,scan available,checked by me,pending,has annotations,mutilated/incomplete,analyzed,full digital copy,copy bound with copy of,comment,variations,remarkable,analysis,provenance,public,certainty
20,1060,54,7,TU Darmstadt Universitäts- und Landesbibliothek,Gilbert 1628,36,https://hds.hebis.de/ulbda/Record/HEB457944706,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,Zettelkatalog,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Authoris'. S-Lochmann-issue,,Es gibt nur in 33/3457 (Ausgabe 1628) eine Notiz auf der Rückseite des Vorsatzblattes (s. Foto). Ich kann es ungefähr transkribieren: „De hoc doctissimo Gilberti Libro prolixè disserentem uiue Morhosium in polyhistor.Tom. 2. P. 249. Ut et 409. Edit. Lubecensis anni 1732. Consule etiam autorem […]et. Pag. 74„,,Yes,B
21,1061,55,7,TU Darmstadt Universitäts- und Landesbibliothek,Gilbert 1633,37,https://hds.hebis.de/ulbda/Record/HEB476616921,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,Zettelkatalog,,,Ich muss Sie leider enttäuschen: unsere drei Exemplaren enthalten keinerlei handschriftliche Ergänzungen.,,Yes,C
22,1062,56,7,Universitätsbibliothek der LMU,Gilbert 1633,37,https://opac.ub.uni-muenchen.de/TouchPoint/start.do?View=sunrise&Language=de&Query=1035%3D%22BV008343876%22+IN+[2],,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,,,,"W 4 Phys. 624 befindet sich in einem Einband des ausgehenden 17., fruehen 18. Jahrhunderts und enthaelt nur auf dem Schmutzblatt einen handschriftlichen Erwerbungsvermerk von 1786; ansonsten ist der Band voellig frei von handschriftlichen Marginalien oder anderen Benutzungsspuren. Der Gesamtzustand des Bandes erweckt den Eindruck, dass er so gut wie nie benutzt wurde.",1786,Yes,C
23,1063,57,7,Niedersächsische Staats- und Universitätsbibliothek,Gilbert 1629,55,https://opac.sub.uni-goettingen.de/DB=1/LNG=/SRCH?IKT=12&TRM=537318453,,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,,Hs. Besitzvermerk: Johannes Ravenscroft (unklar!),,,"Der BIBL UFF Band trägt den Provenienzstempel ""Biblioth. Georg August. Donat. Uffenbach 1769"".  Auf dem Vorsatzblatt befinden sich der handschriftliche  Eintrag ""Phys. et Technol."" sowie mit anderer Tintel ""3 Schilling in London"". Weitere Vermerke und Bearbeitungen gibt es nicht.",Georg August. Donat. Uffenbach 1769,Yes,C
24,1064,58,7,TU Darmstadt Universitäts- und Landesbibliothek,Gilbert 1600,35,https://pica1l.ulb.tu-darmstadt.de/DB=LHBDA/CMD?ACT=SRCHA&IKT=6068&TRM=1137029747,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,Zettelkatalog,,,Ich muss Sie leider enttäuschen: unsere drei Exemplaren enthalten keinerlei handschriftliche Ergänzungen.,,Yes,B
25,1065,59,7,Württembergische Landesbibliothek,Gilbert 1600,35,https://wlb.ibs-bw.de/aDISWeb/app?service=direct/0/Home/$DirectLink&sp=SOPAC00&sp=SAKSWB-IdNr1097144380,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,"in dem Band (Ra 16 Gil 1) der WLB sind keine handschriftlichen Hinzufügungen enthalten, außer einem Provenienzeintrag auf dem Titelblatt: Monasterij Weingartensis An 1603",Monasterij Weingartensis An 1603,Yes,B
26,1066,60,7,Biblioteca città di Arezzo,Gilbert 1600,35,https://arezzo.biblioteche.it/opac/detail/view/bid:RMLE006013,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,le comunichiamo che abbiamo controllato il testo richiesto e non abbiamo rilevato nessuna nota o commenti aggiuntivi in merito a quanto Lei vorrebbe sapere,,,le comunichiamo che abbiamo controllato il testo richiesto e non abbiamo rilevato nessuna nota o commenti aggiuntivi in merito a quanto Lei vorrebbe sapere,,Yes,B
27,1069,63,7,"Università di Bologna, Dipartimento di Fisica ed Astronomia DIFA. Biblioteca di Astronomia",Gilbert 1633,37,https://sol.unibo.it/SebinaOpac/SebinaYOU.do?q=BID:UFIE001577,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,,,Yes,"timbro a inchiostro della specola di Bologna con etichetta sul front.; nota bibliogr. ms. sul verso della prima c. di guardia ant.; dedica, con nota e riferimento mss., sul verso della quarta c. di guardia ant.: ""Al eccellentissimo sig[nor]e[?] mio [... ...] Giouanni Nardi medico di gran duca di Fiorenza"". oltre a quanto segnalato in precisazione del volume non vi è nessuna aggiunta né annotazione manoscritta ai margini del testo",Giouanni Nardi,Yes,A
28,1075,69,7,Biblioteca statale di Cremona,Gilbert 1600,35,https://www.biblioteche.regione.lombardia.it/opac2/LO1/dettaglio/documento/RMLE006013,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Per quanto riguarda l'altro esemplare, esso non presenta segni di possesso che ne individuino la provenienza, ed è praticamente privo di annotazioni. 

Le due eccezioni sono due passi sottolineati e con manina a margine:

- il primo a p. 142, righe 9-16 (""Quare in plurimis negotiis ... immittunt qualitates"")

- l'altro a p. 159, righe 11-13 (""nisi magna fuerit ... & veteres commemorant""). ",,Yes,B
29,1077,71,7,Biblioteca comunale Manfrediana,Gilbert 1600,35,https://scoprirete.bibliotecheromagna.it/SebinaOpac/.do?q=BID:RMLE006013,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"copia alla mano, il volume non presenta particolari annotazioni o commenti. L'unico intervento sul testo che posso segnalare è quello a pagina 47 e di cui allego fotografia (al centro della pagina).",,Yes,B
30,1080,74,7,Biblioteca civica Romolo Spezioli,Gilbert 1600,35,https://bibliomarchesud.it/opac/Opac.do?q=RMLE006013,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,,,,"ho visionato il volume e non ha la benché minima annotazione, è ben conservato.",,Yes,C
31,1082,76,7,Biblioteca comunale Ariostea,Gilbert 1600,35,http://opac.unife.it/SebinaOpac/Opac.do?q=BID:RMLE006013,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,"ho esaminato gli esemplari da Lei indicati e non recano annotazioni né coeve, né successive.",,Yes,B
32,1086,80,7,Biblioteca nazionale centrale di Firenze,Gilbert 1633,37,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=UFIE001577,https://books.google.de/books?id=9E9MD5iozI0C&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:eurobo:&rft_dat=xri:eurobo:thumbnails:ita-bnc-mag-00001409-001,engravings bound within respective chapter,,,,Yes,A+
33,1087,81,7,Biblioteca Biomedica (Università degli studi di Firenze),Gilbert 1633,37,https://onesearch.unifi.it/permalink/f/1dcesk/39sbart_almap7155025400003302,https://www.internetculturale.it/it/16/search/viewresource?id=oai%3Awww.sba.unifi.it%3A12%3AIC0003%3AUFIE001577&case=&instanceName=mag&descSource=Biblioteca+digitale&descSourceLevel2=SBA+-+Firenze,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,engravings bound within respective chapter,Yes,"ho controllato l'esemplare di Gilbert Tractatus, sive Physiologia nova de magnete, magneticisque corporibus & magno magnete tellure, sex libris comprehensus, a Guilielmo Gilberto … e non ho trovato al suo interno annotazioni scritte a mano. Le uniche note manoscritte sono relative a vecchie segnature (annotazioni a lapis nella carta di guardia anteriore) e al suo possessore, Vincenzo Viviani, discepolo di Galileo Galilei (""W"" nella carta di guardia anteriore e nota di possesso autografa sul frontespizio).
Colgo l'occasione per informarla che stiamo procedendo alla realizzazione di un progetto su Vincenzo Viviani che prevede anche la digitalizzazione e la messa in rete di un centinaio di volumi appartenuti all'allievo preferito di Galileo (fra i quali il volume di suo interesse) che si trovano presso la Biblioteca Biomedica",Vincenzo Viviani,Yes,A+
34,1088,82,7,Biblioteca del Museo Galileo,Gilbert 1633,37,https://opac.museogalileo.it/imss/resource?uri=301006,,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,,"damaged pages, book worm, until p. 13, many tapings",,,"Gilbert 1633 (MED 1318) proviene anch'essa dal fondo mediceo-lorenese, ma non presenta alcun segno di lettura.",,Yes,A
35,1089,83,7,Biblioteca nazionale centrale di Firenze,Gilbert 1600,35,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=RMLE006013,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?mode=all&teca=Bncf&id=oai:bncf.firenze.sbn.it:21:FI0098:Magliabechi:RMLE006013,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,"no full scan, public digital copy incomplete",,,,,Yes,A
36,1090,84,7,Biblioteca del Museo Galileo,Gilbert 1600,35,https://opac.museogalileo.it/imss/resource?uri=300119,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,[consistenza] 2 esemplari; Le 2 copie di Gilbert 1600 provengono dal fondo mediceo-lorenese e presentano entrambe i timbri consueti del fondo.,book six has been removed,Yes,"MED 1919/ 02, che è mancante delle carte relative al libro VI, presenta una nota di possesso sul frontespizio, numerose correzioni manoscritte nelle pagine che contengono la dedica, nell'indice sono cassati i titoli dei capitoli del libro VI ed è presente un'annotazione a margine a p. 4.
p.47 ""Non"" not corrected",,Yes,A
37,1092,86,7,Biblioteca nazionale centrale di Firenze,Gilbert 1600,35,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=RMLE006013,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,,,Yes,,Galileo Galilei,Yes,A
38,1093,87,7,Biblioteca del Museo Galileo,Gilbert 1600,35,https://opac.museogalileo.it/imss/resource?uri=300119,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,,,Yes,MED 1919/ 01 è completa e presenta solo un'annotazione sulla carta di guardia anteriore e una correzione a p. 47.,,Yes,A
39,1098,92,7,Biblioteca comunale di Imola,Gilbert 1600,35,https://sol.unibo.it/SebinaOpac/SebinaYOU.do?q=BID:RMLE006013,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,other,"Buch 6 fehlt, zusammen mit anderem Buch gebunden",book six has been removed,Yes,,,Yes,A
40,1100,94,7,Biblioteca Statale di Lucca,Gilbert 1600,35,http://bibliolucca.it/SebinaOpacLUA/Opac.do?q=BID:RMLE006013,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"All'interno delle nostre copie non sono presenti note manoscritte, ad eccezione di una brevissima indicazione di possesso ""Santa Maria Nera"" e di  una breve scrittura a margine di cui le inviamo la riproduzione mediante scanner. ",Santa Maria Nera,Yes,B
41,1104,98,7,Biblioteca nazionale Braidense,Gilbert 1633,37,http://opac.braidense.it/bid/UFIE001577,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,keine annotation laut email 24.08.21 (Marina Zetti),,,NON PRESENTA NESSUNA NOTA DI POSSESSO O ALCUNA ANNOTAZIONE ALL'INTERNO.,,Yes,C
42,1105,99,7,Archivio storico civico e Biblioteca trivulziana,Gilbert 1628,36,https://www.biblioteche.regione.lombardia.it/opac2/LO1/dettaglio/documento/LO1E008315,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,sumptibus Ioh. Hallervordij,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,,,Yes,B
43,1106,100,7,Biblioteca nazionale Braidense,Gilbert 1600,35,http://opac.braidense.it/bid/RMLE006013,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,"keine annotation laut email 24.08.21 (Marina Zetti), aber Besitzvermerk ""Collegy [Collegij] Societa.is Jesu Braid. Inscrip.Cat."". PRESENTA SUL FRONTESPIZIO UNA NOTA DI POSSESSO E/O PROVENIENZA:
Collegy Societa.is Jesu Braid. Inscrip.Cat.
QUESTA NOTA ATTRIBUISCE AL TESTO LA DERIVAZIONE DAL FONDO GESUITICO.
Widerrufen am 23.05.23",,,,,Yes,B
44,1116,110,7,Biblioteca nazionale Vittorio Emanuele III,Gilbert 1628,36,http://polosbn.bnnonline.it/SebinaOpac/Opac.do?q=BID:LO1E008315,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,"sumptibus Ioh. Hallervordij
Imbriani: ho verificato e le note aggiunte riguardano quasi tutte le pagine. Scan kostet 120€.
Lucia Marinelli: avendo sfogliato attentamente l'intero volume posso assicurarle che la nostra copia ( V. F. 28 F 11 non ha alcuna annotazione.",Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue'. S-Hallervord-issue,,avendo sfogliato attentamente l'intero volume posso assicurarle che la nostra copia ( V. F. 28 F 11 non ha alcuna annotazione,Real Biblioteca Borbonica,Yes,B
45,1118,112,7,Biblioteca del Seminario vescovile di Padova (della Facoltà teologica del Triveneto dell'Istituto filosofico Aloisianum),Gilbert 1633,37,"https://unipd.primo.exlibrisgroup.com/discovery/search?query=any,contains,UFIE001577&tab=Everything&search_scope=MyInst_and_CI&vid=39UPD_INST:VU1&lang=en&offset=0",,Yes,No,No,Yes,No,No,No,No,No,Yes,No,,,,,"Ho preso in esame il volume di suo interesse ""Tractatus siue Physiologia nova de magnete ..."" 1633 e posso confermarle che all'interno del volume non vi sono annotazioni di alcun tipo. Ho sfogliato con cura l'esemplare e l'unica osservazione che posso indicarle è che le carte A1-A4 sono state riparate malamente nei margini probabilmente usurati incollando dei carticini sui bordi. Le uniche note manoscritte, a parte il titolo sul dorso, sono una precedente collocazione della nostra biblioteca ""F4"" con relativo timbro sulla controguardia anteriore  e una annotazione al centro del recto del foglio di guardia anteriore ""3 # 332"".
Spero di essere stata di qualche aiuto e porgo i più cordiali saluti. ",,Yes,C
46,1123,117,7,Biblioteca centrale della Regione siciliana Alberto Bombace,Gilbert 1633,37,http://opac.sicilia.metavista.it/scheda.html?bid=UFIE001577,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,Flavia,engravings bound within respective chapter,,"Title page 
Praefatio A1
3
4
5 
40 
137 insertion 
159 insertion
167 insertion
171 insertion
179 insertion
181 insertion
185 insertion
191 insertion
193 table insertion
195  insertion
198 insertion
Index
",,Yes,B
47,1127,121,7,Biblioteca Universitaria di Pisa,Gilbert 1600,35,http://opac.bibliotecauniversitaria.pi.it/bid/RMLE006013,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,"Il volume del Gilbert porta solamente nella sguardia la nota ""S. M.a Novella 5687"", indicativa della provenienza del volume, ma non vi sono segni di consultazione.","Provenienza: Piazzini, Giuseppe. Timbro sul frontespizio e in fine
Possessore: *Convento di S. Maria Novella <Firenze>. Timbro sul front. e segnatura su guardia anter.: ""S.M. Novella N. 5687""",Yes,B
48,1131,125,7,Biblioteca comunale Classense,Gilbert 1600,35,https://scoprirete.bibliotecheromagna.it/opac/resource/guilielmi-gilberti-colcestrensis-medici-londinensis-de-magnete-magneticisque-corporibus-et-de-magno-/RAV1308853,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,AA: Scans are very bad,,,frequenti sottolineature manoscritte fino a pagina 68; 1 parola annotata sul margine della pagina 18; 3 brevi righe manoscritte sul margine di pagina 35; 2 righe manoscritte sul margine di pagina 63; 1 parola annotata sul margine della pagina 66. Tutte le note sono scritte in latino e con inchiostro marrone; è plausibile che siano della stessa mano.,,Yes,A
