"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8PGLGXPF","book","1540","Fontanus, Jacobus; Quintin, Jean; Acamaeus, Theodoricus","De bello Rhodio libri tres clementi VII. Pont Max dedicati.","","","","","","","1540","2020-08-31 13:40:20","2020-11-26 11:38:28","","","","","","","","De bello Rhodio","","","","","Christiani Wecheli","Paris","Latin","","","","","Open WorldCat","","Parisiis Ex officina Christiani Wecheli, sub scuto Basiliensi, in vico Iacobeo: & sub Pegado, in vico Bellouacensi. M. D. XL.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10142612/manifest","Navigation; Kompass; Handbuch; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8SP2ZCFX","book","1588","Zamorano, Rodrigo","Compendio del arte de navegar, del Licenciado Rodrigo Camorano, Cosmografo y Piloto mayor de su Magestad. Catedratico de Cosmografia en la casa dela Contractacion de la Indias.","","","","","","","1588","2020-08-31 13:40:20","2020-11-26 13:57:24","","","","","","","","Compendio del arte de navegar","","","","","Ioan de Leon","Seville","Spanish","","","","","Open WorldCat","","Impresso en Sevilla en casa de Ioan de Leon. Ano, 1588.","","","https://books.google.it/books?id=PERsCsSYr5IC&dq=intitle:Compendio+del+arte+de+navegar+1588&as_brr=3&redir_esc=y&hl=it","Spanien; Navigation; Kompass; Abweichung; Meridian; Handbuch; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FPKRSSU","book","1591","Collaert, Jan; Straet, Jan van der; Alamanni, Luigi","Nova reperta","","","","","","Title in a cartouche at top. To left, a naked woman pointing to a roundel with the map of America; to right, an old man, seen from behind, next to a roundel with a compass; both figures carry a snake biting its own tail. Below the title cartouche, a printing press with sheets of printed text hanging on a line. In the foreground, various objects (numbered III-IX) relating to notable developments in science and technology, including a tree with silk worm cocoons, a mechanical clock, a saddle with stirrups, a cannon, and distilling apparatus. Numbered legend in lower margin.","1591","2020-08-31 13:40:20","2020-12-17 11:18:41","","","","","","","","Nova reperta","","","","","Philips Galle","Antwerp","Latin","","","","","Open WorldCat","","Phls Galle excud. Ioan Stradus inuent.","","; ","https://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~22974~101682:Nova-Reperta?trs=17&qvq=q%3ACall_Number%3D%22ART+Vol.+f81%22%3Bsort%3ACall_Number%2CAuthor%2CCD_Title%2CImprint%3Blc%3AFOLGERCM1%7E6%7E6&mi=0&cic=FOLGERCM1%7E6%7E6&sort=Call_Number%2CAuthor%2CCD_Title%2CImprint; https://luna.folger.edu/luna/servlet/iiif/m/FOLGERCM1~6~6~22974~101682/manifest","Navigation; Kompass; Abbildung; Erfindung; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XDLDKPBR","book","1591","Collaert, Jan; Straet, Jan van der","Orbis longitudines repertae è magnetis à polo declinatione. Magnete paulum utrinque saepe devia. Dat invenire portum ubique Plancius.","","","","","","A large sailing ship with a Jesuit flag, navigating the sea; a man seated in the stern of the ship follows the longitude with a magnet.","1591","2020-08-31 13:40:20","2020-11-26 14:02:46","","","","","","","","Orbis longitudines repertae è magnetis à polo declinatione","","","","","Philips Galle","Antwerp","Latin","","","","","Open WorldCat","","Phls Galle excud. Ioan Stradus inuent.","","; ","https://server.collections.folger.edu/iiif/manifest/from-dap-id/c62f369e-101b-41bb-a176-b3b7c4029096.json?_ga=2.66998958.1472245819.1601988255-499138650.1601988255; https://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144721~183484:Orbis-longitudines-repertae-e%60-magn?sort=Call_Number%2CAuthor%2CCD_Title%2CImprint&qvq=q:Orbis%20longitudines%20repertae%20%C3%A8%20magnetis%20%C3%A0%20polo%20declinatione;sort:Call_Number%2CAuthor%2CCD_Title%2CImprint&mi=0&trs=1","Magnet; Navigation; Kompass; Abbildung; Abweichung; Meridian; Erfindung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XI9NIP4X","book","1591","Collaert, Jan; Straet, Jan van der","Lapis polaris, magnes. Lapis reclusit iste Flavio abditum . poli suum hunc amorem, at ipse navitae.","","","","","","Depiction of Flavio Gioia's supposed invention of the compass. He sits at a desk, measuring a compass while consulting a book; a globe and an hourglass are also on his desk. To viewer's left, another desk with books and an armillary sphere, with a model of a sailing ship (a caravel?) hanging from the ceiling above. In the foreground, a lodestone floats on a piece of wood or cork in large bowl of water.","1591","2020-08-31 13:40:20","2020-11-26 13:59:51","","","","","","","","Lapis polaris, magnes","","","","","Philips Galle","Antwerp","Latin","","","","","Open WorldCat","","Ioan Stradamus inuent.  Phls Galle excud.","","","https://luna.folger.edu/luna/servlet/detail/FOLGERCM1~6~6~1144640~183482:Lapis-polaris,-magnes--graphic----I?sort=Call_Number%2CAuthor%2CCD_Title%2CImprint#","Navigation; Kompass; Abbildung; Amalfi; Erfindung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"647Q6V2D","document","2015","Leonardo da Vinci","Leonardo da Vinci, Codex Madrid I","","","","","http://www.codex-madrid.rwth-aachen.de/index.html","","2015","2020-08-31 13:40:20","2020-11-27 09:27:46","","","","","","","","","","","","","","","","","","","","","","","","","http://www.codex-madrid.rwth-aachen.de/madrid1/f065v/index_idx.html","Bewegung; Technik; Mss; Kompass; Abbildung; Da Vinci; DB; TR_LAYOUT; TR_ONTR; Z_METADATA; TR_IMAGESELECTION; ONLINE","","Alertz, Ulrich; Hasters, Frank; Kreft, Thomas; Lohrmann, Dietrich","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A59XI8Y4","book","1616","Anonymous","Ein begründter und verständiger Bericht von dem Feldmessen: wie man Aecker, Wisen, Gärten, Höltzer, Weyer und andere Grundstuck, ihrer Grösse nach ... auff das Pappir reissen sol","","","","","","","1616","2020-08-31 13:40:20","2020-11-26 14:38:57","","","","","","","","Bericht von dem Feldmessen","","","","","Nicolaum Henricum","Munich","German","","","","","Open WorldCat","","München","","","https://www.e-rara.ch/i3f/v20/3655301/manifest","Kompass; Geographie; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97T36HZI","book","1625","Albrecht, Andreas","Eigentlicher Abriss vnd Beschreibung eines sonderbaren nutzlich vnd notwendigen mechanischen Instruments: so auff ein Schreibtafel gerichtet welches zum Feldmessen, zum Vestung aussstecken, zum Höh und Tiefen messen, zum Land vnd Wasser abwegen, dessgleichen zur Perspectiv gar füglich zugebrauchen jetzt zum andern mal an Tag gebe[n]","","","","","","","1625","2020-08-31 13:40:20","2020-11-26 14:45:59","","","","","","","","Eigentlicher Abriss","","","","","Jeremiam Dümlern","Nürnberg","German","","","","","Open WorldCat","","Andreas Albrecht von Nurber an Tag geben","","","https://books.google.it/books?id=XSNcAAAAcAAJ&pg=PA1&dq=Eygendliche+Beschreibung+und+Abri%C3%9F+eines+so+1625&hl=it&sa=X&ved=2ahUKEwiJ3Yzqp7HsAhWPTxUIHZIwBnIQ6AEwAXoECAYQAg#v=onepage&q=Eygendliche%20Beschreibung%20und%20Abri%C3%9F%20eines%20so%201625&f=false","Kompass; Geographie; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCT539C9","book","1581","Norman, Robert","The new Attractive: Containing a short discourse of the Magnes or Lodestone, and among other his vertues, of a newe discovered secret and subtill properties, concerning the Declinyng of the needle, touched therewith under the plaine of the Horizon. Now first founde out by Robert Norman Hydrographer. Hereunto are annexed certaine necessarie rules for the art of navigation by the same R.N.","","","","","","","1581","2020-08-31 13:40:20","2020-11-26 13:49:11","","","","","","","","The new Attractive","","","","","Richard Ballard","London","English","","","","","Open WorldCat","","Imprinted at London By Ihon Kyngston for Richard Ballard, 1581.","","","https://search.proquest.com/docview/2264214903?accountid=104321","Navigation; Kompass; Norman; Abweichung; Handbuch; Inklination; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGNBLXKS","book","1561","Cortés, Martín","The arte of navigation: conteynyng a compendious description of the sphere, with the makyng of certen instrumentes and rules for navigations: and exemplified by manye demonstrations. Wrytten in the Spanyshe tongue by Martin Cortes, and directed to the emperour Charles the fyfte.","","","","","","","1561","2020-08-31 13:40:20","2020-11-26 11:48:47","2016-10-28 13:03:22","","","","","","","The arte of navigation","","","","","Richard Jugge","London","English","","","","","Open WorldCat","","Translated out of Spanyshe into Englyshe by Richard Eden, 1561.","","","https://search.proquest.com/docview/2248515642/E8A3723134BC408CPQ/1?accountid=104321&imgSeq=1","England; Übersetzung; Navigation; Kompass; Cortes; Abweichung; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","Eden, Richard","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3QZEFXMG","book","1606","García de Céspedes, Andrés","Regimento de navegacion mando haser el rei nuestro senor por orden desconseio real de las indias aandres garcia de cespedes su cosmografo maior siendo Presidente nel dicho consejo el conde de Lemos","","","","","","","1606","2020-08-31 13:40:20","2020-12-17 14:36:46","","","","","","","","Regimento de navegacion","","","","","Iuan de la Cuesta","Madrid","Spanish","","","","","Open WorldCat","","En casa de Iuan de la Cuesta","","","https://books.google.it/books?id=-UlbAAAAcAAJ&printsec=frontcover&dq=Garc%C3%ADa+de+C%C3%A9spedes+1606&hl=it&sa=X&ved=2ahUKEwi7j-WP9aTsAhXHDewKHURhDRMQ6AEwAHoECAQQAg#v=onepage&q=Garc%C3%ADa%20de%20C%C3%A9spedes%201606&f=false","China; Spanien; Navigation; Kompass; Skepsis; Cortes; Abweichung; Meridian; Sphaera; Erfindung; Handbuch; Messwerte; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HSP5QAL9","book","1609","Khunrath, Heinrich","Amphitheatrum Sapientiae Aeternae, Solius Verae, Christiano-Kabalisticum, Divino-Magicum, nec non Physico-chymicum, Tertriunum, Catholicon","","","","","","","1609","2020-08-31 13:40:20","2020-11-26 14:33:17","","","","","","","","Amphitheatrum Sapientiae Aeternae","","","","","Antonius","Hanover","Latin","","","","","Open WorldCat","","cum privilegio Caesareae Maiest: ad decennium a prima impressionis die.","","","https://www.e-rara.ch/i3f/v20/1391530/manifest","Alchemie; Astrologie; Paracelsus; Abbildung; Kabbala; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZCKNTRW","book","1625","Cellarius, Conrad; Beckhius, Johannes","Discursus physicus de magnete. Quem A.D.T.O.M. Et praesidio Reverendi & Clarissimi Viri","","","","","","","1625","2020-08-31 13:40:20","2020-11-26 14:46:21","","","","","","","","Discursus Physicus","","","","","Theodorici Werlini","Tübingen","Latin","","","","","Open WorldCat","","Tubingae, Typis Theodorici Werlini, Anno MDCXXV.","","","https://www.dropbox.com/home/christoph_imagedb/Documents/Cellarius%201625%20(T%C3%BCbingen)%20QZCKNTRW","Magnet; Disputation; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; Z_PRIORITY2; LOCAL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LNU88DSW","book","1606","Oliveira, Simaõ de","Arte de navegar. Composta por Simao d'Oliveira natural de cidade de Lisboa.","","","","","","","1606","2020-08-31 13:40:20","2020-11-26 14:29:23","","","","","","","","Arte de navegar.","","","","","Pedro Crasbeeck","Lisbon","Portuguese","","","","","Open WorldCat","","Em Losboa, por Pedro Crasbeeck. 1606. Com Privilegio Real.","","; ","https://digital.ucd.ie/view/iberian:31870; http://bdh-rd.bne.es/viewer.vm?id=0000255193&amp;page=1","Navigation; Kompass; Portugal; Abweichung; Erfindung; Handbuch; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FHTEXZNF","book","1524","Apian, Peter","Cosmographicus liber Petri Apiani Mathematici studiose collectus","","","","","","","1524","2020-08-31 13:40:20","2020-11-26 11:43:52","","","","","","","","Cosmographicus liber","","","","","Petrus Apiani","Landshut","Latin","","","","","Open WorldCat","","Excutum Landshutae : Typis ac formulis D. Joannis Weyssenburgers: impensis Petri Apiani, Anno Christi Salutoris omnium Millesimo quingentesimo vicesimo quarto Mense Janu: Phebo Saturni domicilium possidente","","","https://www.e-rara.ch/i3f/v20/17792332/manifest","Kompass; Abbildung; Abweichung; Sonnenuhr; Meridian; Geographie; Apian; Handbuch; Süden; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YKLN99D6","book","1597","Bry, Johann Theodor de; Bry, Johann Israel de","I. Acta Mechmeti I Saracenorum principis. Außfuehrlicher Bericht/ von Ankunfft/ Zunehmen/ Gesatzen/ Regirung vnd j[ae]̃merlichem absterben Mechmeti I. Genealogia seiner Successorn/ biß auff den jetztregirenden Mechmetem III. Auß vielen glaubwuerdigen Autoribus fleissig zusammen getragen. II. Propheceyung. Keysers Seueri vñ Leonis, sampt etlichen andern Weissagungen/ vom Vndergang deß Tuerckischen Regiments bey jetztregirenden Mechmete III. Alles mit schœnen Kunstreichen Kupfferstucken gezieret/ vnd von neuwem an Tag geben/ durch Hans Dietherich/ vnd Hans Jsrael von Bry/ Gebrueder.","","","","","","","1597","2020-08-31 13:40:20","2020-11-26 14:12:12","","","","","","","","Außfuehrlicher Bericht","","","","","","Frankfurt/Main","German","","","","","Open WorldCat","","Iconibus artificiose in are sculptis passim exornata, recens foras data, per Io Theodorum et Io. Israelem de Bry fratres. 1597","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10992955/manifest","Magie; Araber; Architektur; Mohammed; Schweben; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6X5L8VWY","book","1618","Barlow, William","A breife discovery of the idle animadversions of Marke Ridley Doctor in Phisicke upon a treatise entituled, Magneticall advertisements.","","","","","","","1618","2020-08-31 13:40:20","2020-11-26 14:41:05","2016-08-13 14:56:16","","","","","","","A breife discovery","","","","","Edward Griffin","London","English","","","","","Open WorldCat","","London, Printed by Edward Griffin for Timothy Barlow, at the signe of Time in Paules Church-yard. 1618.","","","https://search.proquest.com/docview/2248560048?accountid=104321","Magnet; Gilbert; Ridley; Barlow; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUVLIG52","book","1640","Wilkins, John","A discourse concerning a new world & another planet: in 2 bookes.","","","","","","","1640","2020-08-31 13:40:20","2020-11-26 15:05:51","2016-08-05 19:18:34","","","","","","","A discourse concerning a new world","","","","","John Norton; R. Hearne for Iohn Maynard","London","English","","","","","Open WorldCat","","Printed [by John Norton and R. Hearne] for Iohn Maynard, & are to be sold at the George, in Fleetstreet neare St. Dunstans Church. 1640","","","https://search.proquest.com/docview/2240941668/fulltextPDF/5FA7799F7A934970PQ/4?accountid=104321","England; Kosmologie; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N4A9CJSB","book","1616","Barlow, William; Gilbert, William","Magneticall advertisements: or Divers pertinent observations, and approved experiments concerning the nature and properties of the load-stone: very pleasant for knowledge, and most needfull for practise, of travelling, or framing of instruments fit for travellers both by sea and land","","","","","","","1616","2020-08-31 13:40:20","2020-11-26 14:39:09","2016-06-23 10:40:50","","","","","","","Magneticall advertisements","","","","","Edward Griffin; Timothy Barlow","London","English","","","","","Open WorldCat","","London, Printed by Edward Griffin for Timothy Barlow, and to be sold at his shop in Pauly Church-yard at the signe of the Bull-head, 161.","","","https://search.proquest.com/docview/2264180969?accountid=104321","Magnet; Gilbert; Ridley; Barlow; Briefwechsel; Inklination; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; Z_PRIORITY; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C54A9G5A","book","1955","Stevin, Simon","Principal works","","","","","","","1955","2020-08-31 13:40:20","2020-11-30 09:54:14","","","","","","5","","Principal works","","","","","C.V. Swets; Zeitlinger","Amsterdam","English","","","","","Open WorldCat","","OCLC: 1225391","","","https://search.proquest.com/docview/1304781957/91E6BBC0889A47C8PQ/1?accountid=104321","Bewegung; Kopernikus; Gilbert; Navigation; Kompass; Skepsis; Magnetberg; Stevin; Abweichung; Taisnier; Meridian; Werkausgabe; Mercator; Messwerte; ONHOLD; Z_MISSING","","Crone, Ernst","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84CBKWEC","book","1613","Mercator, Gerhard; Hondius, Jodocus","Atlas sive cosmographicæ meditationes de fabrica mundi et fabricati figura. Denuò auctus.","","","","","","","1613","2020-08-31 13:40:20","2020-11-26 14:35:08","","","","","","","","Atlas sive cosmographicæ meditationes","","","","","Iudoci Hondij","Amsterdam","Latin","","","","","Open WorldCat","","Sumptibus & typis æneis Iudoci Hondij, Amsterodami, An. D. 1613.","","","http://tudigit.ulb.tu-darmstadt.de/show/iiif/Gue-10213/manifest.json","Navigation; Polarität; Magnetberg; Karte; Geographie; Mercator; Azoren; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2QXEKDA","document","1536","Santa Cruz, Alonso de","Libro de las longitudes y manera que hasta agora se ha tenido en el arte de navegar, con sus demostraciones y ejemplos, dirigido Al muy Alto y muy Poderoso segnor don Philipe segundo deste nombre Roy de espagna por Alonso de Santa Cruz sismographo Mayor.","","","","","","","1536","2020-08-31 13:40:20","2020-11-26 11:28:41","","","","","","","","","","","","","","","","","","Biblioteca Nacional de Madrid","Mss/9441","","Mss/9441","","","","http://bdh-rd.bne.es/viewer.vm?id=0000105737&page=1","Mss; Navigation; Kompass; Portugal; Meridian; Handbuch; Azoren; Süden; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E83XGJKY","book","1569","Gemma, Cornelius","De arte cyclognomica, tomi III. Doctrinam eordinum universam, unaque philosophiam Hippocratis Platonis, Galeni % Aristotelis in unius communissimae, ac circularis Methodi speciem referentes, quae per animorum triplices orbes ad sphaerae caelestis similitudinem fabricatos, non Medicinae tantum arcana pandit mysteria, sed & inueniendis, constituendisque artibus, ac scientiis caeteris viam compendiam patefacit.","","","","","","","1569","2020-08-31 13:40:20","2020-11-26 13:10:03","","","","","","3","","De arte cyclognomica","","","","","Christophe Plantin","Antwerp","Latin","","","","","Open WorldCat","","Antuerpiae, Ex officina Christophori Plantini M. D. LXIX.","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb10166674/manifest","Mathematik; Magie; Okkult; Geometrie; Instrument; Gemma; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVI54IHA","book","1578","Danti, Ignazio","Primo volume dell'uso et fabbrica dell'astrolabio et de planisferio. Di Maestro Egnatio Danti publico Lettore delle Mathematiche nello Studio di Bologna. Nuovamente ristampo, & accresciuto in molti luoghi, con l'aggiunta dell'Uso, & Fabbrica di nuove altri istromenti Astronomici, come nella facciata seguente si contiene.","","","","","","","1578","2020-08-31 13:40:20","2020-11-26 13:47:10","","","","","","","","Primo volume dell'uso et fabbrica dell'astrolabio et de planisferio","","","","","I Giunti","Florence","Italian","","","","","Open WorldCat","","In Firenze, Appresso i Giunti, 1578. Con Licenza, & Privilegio.","","","https://www.e-rara.ch/i3f/v20/832382/manifest","Astrologie; Kompass; Instrument; Abweichung; Meridian; Azoren; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H5A5JL9A","book","1633","Malapert, Charles","Austriaca sidera heliocyclia, astronomicis hypothesibus illigata,","","","","","","","1633","2020-08-31 13:40:20","2020-11-26 14:52:06","","","","","","","","Austriaca sidera heliocyclia","","","","","Baltazaris Belleri","Douai","Latin","","","","","Open WorldCat","","Duaci, Ex officina Baltazaris Belleri Typographi Iurati, sub Circino aureo. Anno 1633. Cum gratia & privilegio.","","","https://www.e-rara.ch/i3f/v20/736830/manifest","Jesuiten; Kopernikus; Kepler; Kosmologie; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TFEFLCXM","book","1574","Bessard, Toussaint de","Dialogue de la longitude est-ouest, de T. Bessard. D'auge en Normandie. Qui est, la premiere partie du Miroir du Monde: Contenant, tous lea moyens, que l'on pourroit avoirtenus, en la Navigation, iusqu'à maintenantsque, les deux filles de Cosmographie, asçavoir, Geo-graphie, &: touchant le fait de ceste Longitude, tant par mer, que par terre. Le tout, ainsi quìil est par ordre, en la page fuyuante.","","","","","","","1574","2020-08-31 13:40:20","2020-11-26 13:18:13","","","","","","","","Dialogue de la longitude est-ouest","","","","","Martin Le Mesgissier","Rouen","French, Middle","","","","","Open WorldCat","","A Rouen, Chez Martin le Mesgissier, Libraire. M.D. LXXIIII.  Avec privilege du roy.","","","https://books.google.it/books?id=Hc9lAAAAcAAJ&printsec=frontcover&dq=editions:Xq33Q9nws74C&hl=it&sa=X&ved=2ahUKEwjYwubWwJXsAhWFMewKHW0xCYkQ6AEwAHoECAAQAg#v=onepage&q&f=false","Astrologie; Hypothese; Navigation; Kompass; Abbildung; Frankreich; Abweichung; Meridian; Mercator; Messwerte; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6K77L48","book","1642","Gassendi, Pierre","De motu impresso a motore translato epistolæ duæ: in quibus aliquot præcipuæ tum de motu universè, tum speciatim de motu terræ attributo difficultates explicantur","","","","","","","1642","2020-08-31 13:40:20","2020-11-26 15:06:23","","","","","","","","De motu","","","","","Ludovicum de Hevqueville","Paris","Latin","","","","","Open WorldCat","","Parisiis, Apud Ludovicum de Hevqueville, via Iacobea, sub sugno Pacis. M.DC:XLII. Com privilegio regis.","","","https://archive.org/details/bub_gb_kF3NH9ZX47EC","Physik; Gravitas; Gassendi; Kosmologie; Geomagnet; Briefwechsel; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XH88YKQ6","book","1643","Morin, Jean-Baptiste","Alae Telluris fractae: cum physica demonstratione quod opinio Copernicana de Telluris motu sit falsa et nuouo conceptu de oceani fluxu atque refluxu, aduersus Gassendi libellum De motu impresso a motore translato.","","","","","","","1643","2020-08-31 13:40:20","2020-11-26 15:07:04","","","","","","","","Alae Telluris fractae","","","","","Author","Paris","Latin","","","","","Open WorldCat","","Parisiis authoris, sumptibus authoris apud quem venalis est in suburbio D. Marcelli, vico des Morfondus prope aedem Patrum Doctrinae Chstianeae.","","","https://opac.museogalileo.it/imss/resource?uri=000000349011&l=en","Physik; Gravitas; Gilbert; Gassendi; Geomagnet; Briefwechsel; DB; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UMEUESVT","book","1575","Gaurico, Luca","Opera omnia","","","","","","","1575","2020-08-31 13:40:20","2020-11-26 13:20:15","","","","","2","3","","Opera omnia","","","","","Henric Petri","Basel","Latin","","","","","Open WorldCat","","Basilea","","","https://api.digitale-sammlungen.de/iiif/presentation/v2/bsb11196386/manifest","Magie; Astrologie; Ficino; Amulett; TR_LAYOUT; TR_ONTR; TR_TRANSCRIPTION; Z_METADATA; TR_IMAGESELECTION; IIIF; ONLINE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
