Id,polarity,mineralogy,specimen,natural history,medicine,doxography,causal explanation,magnetic force,sphere of activity,attraction/repulsion,theoretical,compass,instrument,direction,practice,declination,navigation,inclination,astronomy/astrology/cosmology,Copernicanism,File ID,work,Library,Edition,editions.Id,catalogue link,digital copy,request sent,irrelevant,lost/spurious,checked by librarian,scan available,checked by me,pending,has annotations,mutilated/incomplete,analyzed,full digital copy,copy bound with copy of,comment,variations,remarkable,analysis,provenance,public,certainty
1059,0.15721231766612667,0.04700162074554291,0.04700162074554291,0.04700162074554291,0.04700162074554291,0.04700162074554291,0.10048622366288497,0.09238249594813615,0.08589951377633709,0.08589951377633709,0.09238249594813615,0.032414910858995116,0.032414910858995116,0.02431118314424634,0.032414910858995116,0.008103727714748783,0.008103727714748783,0.0,0.0064829821717990255,0.0064829821717990255,53,7,Staats- und Universitätsbibliothek Hamburg,Gilbert 1633,37,https://kataloge.uni-hamburg.de/DB=1/XMLPRS=N/PPN?PPN=536908346,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,,"Ich kann Ihnen leider nicht alle Seiten reproduzieren, denn dann wäre es besser, gleich den kompletten Band digitalisieren zu lassen. Die Qualität wäre dann auch besser. Falls Sie das möchten, wenden Sie sich bitte wieder an meine Kollegin Frau Walther-Ballin. Meist handelt es sich im Buch um Unterstreichungen, gelegentlich gibt es kurze handschriftliche Eintragungen.",engravings on separate sheets at the beginning of the binding,,"Im Band „A/46960“ allerdings gibt es rötliche Unterstreichungen/Durchstreichungen sowie einzelne geschriebene kurze Sätze, Zahlen oder Wörter an den Seitenrändern. Die Tinte und Schrift sind ähnlich dem Besitzvermerk.","Hs. Besitzverm. von Woldeck Weland (aus Verden), Rostock 1633",Yes,A+
1065,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,7,Württembergische Landesbibliothek,Gilbert 1600,35,https://wlb.ibs-bw.de/aDISWeb/app?service=direct/0/Home/$DirectLink&sp=SOPAC00&sp=SAKSWB-IdNr1097144380,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,,,,"in dem Band (Ra 16 Gil 1) der WLB sind keine handschriftlichen Hinzufügungen enthalten, außer einem Provenienzeintrag auf dem Titelblatt: Monasterij Weingartensis An 1603",Monasterij Weingartensis An 1603,Yes,B
1069,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.18421052631578944,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.15789473684210525,0.02631578947368421,0.02631578947368421,0.0,0.02631578947368421,0.02631578947368421,0.02631578947368421,0.0,0.10526315789473684,0.10526315789473684,63,7,"Università di Bologna, Dipartimento di Fisica ed Astronomia DIFA. Biblioteca di Astronomia",Gilbert 1633,37,https://sol.unibo.it/SebinaOpac/SebinaYOU.do?q=BID:UFIE001577,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,,,Yes,"timbro a inchiostro della specola di Bologna con etichetta sul front.; nota bibliogr. ms. sul verso della prima c. di guardia ant.; dedica, con nota e riferimento mss., sul verso della quarta c. di guardia ant.: ""Al eccellentissimo sig[nor]e[?] mio [... ...] Giouanni Nardi medico di gran duca di Fiorenza"". oltre a quanto segnalato in precisazione del volume non vi è nessuna aggiunta né annotazione manoscritta ai margini del testo",Giouanni Nardi,Yes,A
1075,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.1875,0.1875,0.125,0.1875,0.0625,0.0625,0.0,0.0,0.0,69,7,Biblioteca statale di Cremona,Gilbert 1600,35,https://www.biblioteche.regione.lombardia.it/opac2/LO1/dettaglio/documento/RMLE006013,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"Per quanto riguarda l'altro esemplare, esso non presenta segni di possesso che ne individuino la provenienza, ed è praticamente privo di annotazioni. 

Le due eccezioni sono due passi sottolineati e con manina a margine:

- il primo a p. 142, righe 9-16 (""Quare in plurimis negotiis ... immittunt qualitates"")

- l'altro a p. 159, righe 11-13 (""nisi magna fuerit ... & veteres commemorant""). ",,Yes,B
1086,0.048723897911832896,0.0,0.0,0.0,0.0,0.0,0.13457076566125292,0.0324825986078886,0.0324825986078886,0.0324825986078886,0.0324825986078886,0.14617169373549888,0.14617169373549888,0.016241299303944304,0.14617169373549888,0.10208816705336426,0.10208816705336426,0.02784222737819023,0.0,0.0,80,7,Biblioteca nazionale centrale di Firenze,Gilbert 1633,37,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=UFIE001577,https://books.google.de/books?id=9E9MD5iozI0C&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:eurobo:&rft_dat=xri:eurobo:thumbnails:ita-bnc-mag-00001409-001,engravings bound within respective chapter,,,,Yes,A+
1087,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.16666666666666669,0.16666666666666669,0.0,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,81,7,Biblioteca Biomedica (Università degli studi di Firenze),Gilbert 1633,37,https://onesearch.unifi.it/permalink/f/1dcesk/39sbart_almap7155025400003302,https://www.internetculturale.it/it/16/search/viewresource?id=oai%3Awww.sba.unifi.it%3A12%3AIC0003%3AUFIE001577&case=&instanceName=mag&descSource=Biblioteca+digitale&descSourceLevel2=SBA+-+Firenze,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,,engravings bound within respective chapter,Yes,"ho controllato l'esemplare di Gilbert Tractatus, sive Physiologia nova de magnete, magneticisque corporibus & magno magnete tellure, sex libris comprehensus, a Guilielmo Gilberto … e non ho trovato al suo interno annotazioni scritte a mano. Le uniche note manoscritte sono relative a vecchie segnature (annotazioni a lapis nella carta di guardia anteriore) e al suo possessore, Vincenzo Viviani, discepolo di Galileo Galilei (""W"" nella carta di guardia anteriore e nota di possesso autografa sul frontespizio).
Colgo l'occasione per informarla che stiamo procedendo alla realizzazione di un progetto su Vincenzo Viviani che prevede anche la digitalizzazione e la messa in rete di un centinaio di volumi appartenuti all'allievo preferito di Galileo (fra i quali il volume di suo interesse) che si trovano presso la Biblioteca Biomedica",Vincenzo Viviani,Yes,A+
1089,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,7,Biblioteca nazionale centrale di Firenze,Gilbert 1600,35,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=RMLE006013,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?mode=all&teca=Bncf&id=oai:bncf.firenze.sbn.it:21:FI0098:Magliabechi:RMLE006013,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,"no full scan, public digital copy incomplete",,,,,Yes,A
1090,0.125,0.125,0.125,0.125,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0625,0.0,0.0,0.0625,0.0,0.0,84,7,Biblioteca del Museo Galileo,Gilbert 1600,35,https://opac.museogalileo.it/imss/resource?uri=300119,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,,[consistenza] 2 esemplari; Le 2 copie di Gilbert 1600 provengono dal fondo mediceo-lorenese e presentano entrambe i timbri consueti del fondo.,book six has been removed,Yes,"MED 1919/ 02, che è mancante delle carte relative al libro VI, presenta una nota di possesso sul frontespizio, numerose correzioni manoscritte nelle pagine che contengono la dedica, nell'indice sono cassati i titoli dei capitoli del libro VI ed è presente un'annotazione a margine a p. 4.
p.47 ""Non"" not corrected",,Yes,A
1092,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,86,7,Biblioteca nazionale centrale di Firenze,Gilbert 1600,35,https://opac.bncf.firenze.sbn.it/bncf-prod/resource?uri=RMLE006013,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,,,Yes,,Galileo Galilei,Yes,A
1093,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,7,Biblioteca del Museo Galileo,Gilbert 1600,35,https://opac.museogalileo.it/imss/resource?uri=300119,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,,,Yes,MED 1919/ 01 è completa e presenta solo un'annotazione sulla carta di guardia anteriore e una correzione a p. 47.,,Yes,A
1098,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,7,Biblioteca comunale di Imola,Gilbert 1600,35,https://sol.unibo.it/SebinaOpac/SebinaYOU.do?q=BID:RMLE006013,,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,other,"Buch 6 fehlt, zusammen mit anderem Buch gebunden",book six has been removed,Yes,,,Yes,A
1100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,94,7,Biblioteca Statale di Lucca,Gilbert 1600,35,http://bibliolucca.it/SebinaOpacLUA/Opac.do?q=BID:RMLE006013,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,"All'interno delle nostre copie non sono presenti note manoscritte, ad eccezione di una brevissima indicazione di possesso ""Santa Maria Nera"" e di  una breve scrittura a margine di cui le inviamo la riproduzione mediante scanner. ",Santa Maria Nera,Yes,B
1105,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,99,7,Archivio storico civico e Biblioteca trivulziana,Gilbert 1628,36,https://www.biblioteche.regione.lombardia.it/opac2/LO1/dettaglio/documento/LO1E008315,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,sumptibus Ioh. Hallervordij,Imprint of engraved title page reads 'EXCUSUM...Sumptibus Ioh: Hallervordij'. M-Hallervord-issue,,,,Yes,B
1106,0.1714285714285714,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.028571428571428567,0.028571428571428567,0.028571428571428567,0.028571428571428567,0.0,0.0,0.0,0.0,0.0,100,7,Biblioteca nazionale Braidense,Gilbert 1600,35,http://opac.braidense.it/bid/RMLE006013,,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,,"keine annotation laut email 24.08.21 (Marina Zetti), aber Besitzvermerk ""Collegy [Collegij] Societa.is Jesu Braid. Inscrip.Cat."". PRESENTA SUL FRONTESPIZIO UNA NOTA DI POSSESSO E/O PROVENIENZA:
Collegy Societa.is Jesu Braid. Inscrip.Cat.
QUESTA NOTA ATTRIBUISCE AL TESTO LA DERIVAZIONE DAL FONDO GESUITICO.
Widerrufen am 23.05.23",,,,,Yes,B
1123,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,7,Biblioteca centrale della Regione siciliana Alberto Bombace,Gilbert 1633,37,http://opac.sicilia.metavista.it/scheda.html?bid=UFIE001577,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,Flavia,engravings bound within respective chapter,,"Title page 
Praefatio A1
3
4
5 
40 
137 insertion 
159 insertion
167 insertion
171 insertion
179 insertion
181 insertion
185 insertion
191 insertion
193 table insertion
195  insertion
198 insertion
Index
",,Yes,B
1131,0.1645569620253163,0.08101265822784813,0.08101265822784813,0.08101265822784813,0.08101265822784813,0.08101265822784813,0.08607594936708862,0.08607594936708862,0.08354430379746838,0.08354430379746838,0.08607594936708862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002531645569620254,0.002531645569620254,125,7,Biblioteca comunale Classense,Gilbert 1600,35,https://scoprirete.bibliotecheromagna.it/opac/resource/guilielmi-gilberti-colcestrensis-medici-londinensis-de-magnete-magneticisque-corporibus-et-de-magno-/RAV1308853,,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,,AA: Scans are very bad,,,frequenti sottolineature manoscritte fino a pagina 68; 1 parola annotata sul margine della pagina 18; 3 brevi righe manoscritte sul margine di pagina 35; 2 righe manoscritte sul margine di pagina 63; 1 parola annotata sul margine della pagina 66. Tutte le note sono scritte in latino e con inchiostro marrone; è plausibile che siano della stessa mano.,,Yes,A
1140,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,134,7,Biblioteca dell'Accademia Nazionale dei Lincei e Corsiniana,Gilbert 1600,35,http://opacbiblioroma.polorml.it/opac2/RML/dettaglio/documento/RMLE006013,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,,,,,,Yes,A
1148,0.11025641025641025,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.01282051282051282,0.14358974358974358,0.1282051282051282,0.08205128205128205,0.08205128205128205,0.1282051282051282,0.038461538461538464,0.038461538461538464,0.015384615384615385,0.038461538461538464,0.015384615384615385,0.015384615384615385,0.007692307692307693,0.046153846153846156,0.046153846153846156,142,7,Biblioteca del Dipartimento di Matematica Guido Castelnuovo,Gilbert 1600,35,,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,,,,ital. leser XVIII vermutlich,,Yes,A
1149,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,143,7,Biblioteca nazionale centrale di Roma,Gilbert 1633,37,,,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,,,,Yes,B. 6 durchgestrichen,,Yes,A
1186,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181,7,Biblioteca dell'Accademia delle scienze,Gilbert 1600,35,https://unito-opac.cineca.it/SebinaOpac/resource/guilielmi-gilberti-colcestrensis-medici-londinensis-de-magnete-magneticisque-corporibus-et-de-magno-/UTO2891923,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,ho controllato entrambi i volumi a cui è interessato: in nessuno dei due ci sono aggiunte o annotazioni manoscritte!,,Yes,B
1189,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184,7,Biblioteca Nazionale Universitaria,Gilbert 1600,35,http://bnto.comperio.it/opac/search/lst?bid=RMLE006013,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,,,,,Yes,B
1194,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189,7,Biblioteca centrale dell'Area umanistica dell'Università degli Studi di Urbino Carlo Bo,Gilbert 1600,35,http://opac.uniurb.it/SebinaOpac/.do?BID=RMLE006013,https://sanzio.uniurb.it/handle/20.500.12731/45387,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,,"keine annotations laut eMail 24.08.21
Alter Katalog:
Inventario FA 464
Collocazione F.ANTICO     F-12         060
https://sanzio.uniurb.it/json/iiif/20.500.12731/45387/123326/manifest",,,"In ogni caso, ho con grande attenzione esaminato i due libri in ogni loro pagina, e non ho trovato né chiose, né note di possesso né qualunque altro tipo di intervento da parte di proprietari e lettori.",,Yes,A+
1315,0.06692406692406688,0.005148005148005145,0.005148005148005145,0.005148005148005145,0.005148005148005145,0.005148005148005145,0.1595881595881598,0.12226512226512223,0.05062205062205061,0.05062205062205061,0.12226512226512223,0.05534105534105532,0.05534105534105532,0.011154011154011148,0.05534105534105532,0.03732303732303734,0.03732303732303734,0.0068640068640068615,0.07164307164307168,0.07164307164307168,313,7,Herzog August Bibliothek Wolfenbüttel,Gilbert 1628,36,https://opac.lbs-braunschweig.gbv.de/DB=2/XMLPRS=N/PPN?PPN=149917368,http://diglib.hab.de/drucke/nc-4f-46/start.htm,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,Yes,,Granius,Yes,A+
1316,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314,7,Herzog August Bibliothek Wolfenbüttel,Gilbert 1628,36,https://opac.lbs-braunschweig.gbv.de/DB=2/XMLPRS=N/PPN?PPN=149917368,,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,,Imprint of engraved title page reads 'EXCUSUS...Sumptibus Ioh: Hallervordij'. S-Hallervord-issue,,"Im Exemplar 8.2 Quod. (3) liegt zwischen den Seiten 22/23 ein Zettel mit handschriftlichen Notizen von alter Hand - ebenfalls in Cap. VII. Anstreichungen oder Ergänzungen sind hier aber nicht zu finden, ebensowenig im Exemplar Schulenb. N 31. ",,Yes,B
1327,0.1666666666666667,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.05555555555555556,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325,7,Universitätbibliothek Erlangen-Nürnberg,Gilbert 1628,36,https://www.opac.fau.de/TouchPoint/start.do?View=uer&Language=de&Branch=0&Query=1035=%22BV008985709%22+IN+[2],,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,,,Frontispiece missing,,"·         Vorneweg: eingeklebtes, beschriebenes Blatt eines Ingenieurs
·         Titelblatt: handschriftlicher Eintrag eines Namens
·         Seite 18: Wort in den Anmerkungen am linken Rand durchgestrichen, könnte allerdings auch beim Drucken verwischte Tinte sein (leider sehr schwer erkennbar)
·         Seite 22: handschriftlicher Kringel am unteren Rand
·         Seite 54/55: Unterstreichungen im Text ",,Yes,B
